Name,Description,Latitude,Longitude,InfoURL,ImageURL
UCSB,A great university located along the California coast!,34.416929,-119.845991,"https://en.wikipedia.org/wiki/University_of_California,_Santa_Barbara",https://web.physics.ucsb.edu/~Women/images/ucsb-big.jpg
Costco,A great SuperMarlet,33.5146,-117.552,https://www.costco.com/warehouse-locations/fullerton-ca-418.html,https://brandongauderman.files.wordpress.com/2014/11/costco.jpg?w=640
Fullerton_College,My communite college,33.5235,-117.1119,https://en.wikipedia.org/wiki/Fullerton_College,https://www.sbsun.com/wp-content/uploads/2019/06/SBS-L-AIDFRAUD-0628-1-1.jpg?w=960
Knott'sBerryFarm,A great theme park in Buena Park,33.5039,-117.5959,https://en.wikipedia.org/wiki/Knott%27s_Berry_Farm,https://cdn-cloudfront.cfauthx.com/binaries/content/gallery/kb-en-us/blogs/2018/july/kbf-berryblog-070918-blogbanner.jpg
Disneyland,Agreat palyground for children,33.4842,-117.5507,https://en.wikipedia.org/wiki/Disneyland,https://cdn1.parksmedia.wdprapps.disney.com/resize/mwImage/1/640/360/75/dam/disneyland/attractions/disneyland/sleeping-beauty-castle-walkthrough/sleeping-beauty-castle-exterior-16x9.jpg?1585957563090
LakeArrowhead,"A great lake with ""beach"" ",34.1511,-117.1119,"https://en.wikipedia.org/wiki/Lake_Arrowhead,_California",https://mms.ala-ca.org/slideshows/images/ALAC/default/B0.370098001571288014.jpg
